Date,Headline,Food, MDR12 , PLR , MLR ,MPR,IBCR,OBB,COP,M3,M2,M1,QM,CG,CPS,CCPS,COS,TD,RR,ER,NDC,LTDR,LR,EXP,IMP,GRV,GXP,GRXP,FBAL,TVAT,CRR,BSL,insecurity_D,insecurity_I
March-2019,11.25,13.44,10.23,14.92,30.83,13.50,10.80,12.07,67.67,33481293.82,26478385.57,9880331.05,16598054.52,7274271.82,25707786.06,13790568.06,11917218.00,24698710.79,4360363.80,387887.77,32982057.88,59.52,64.12,1487187.88,1690696.61,443909.41,717126.00,594265.00,-273216.59,92533.63,22.50,316.50,1102.00,155
April-2019,11.39,13.68,10.66,15.39,30.89,13.50,13.98,16.15,73.08,33760420.06,26594365.71,9709142.25,16885223.47,7710488.32,25650350.87,13744947.70,11905403.18,24882845.08,4252515.95,290844.63,33360839.19,58.49,64.05,1953394.99,1604043.46,348227.15,835112.00,556820.00,-486884.85,88494.24,22.50,193.95,1182.00,176
May-2019,11.39,13.80,10.42,15.33,31.07,13.50,5.14,8.34,73.65,34009088.07,26929894.76,9729227.38,17200667.37,6788929.04,25782842.88,13912992.58,11869850.30,25229827.62,4247825.34,549012.82,32571771.92,57.37,63.54,1539013.56,1995405.51,261071.31,683361.00,464761.00,-422289.69,92627.00,22.50,404.68,868.00,140
June-2019,11.21,13.59,10.57,15.80,31.04,13.50,8.38,8.71,66.74,34440804.25,27438381.19,9558237.45,17880143.73,7716210.73,24786950.33,13862772.67,10924177.67,25804431.54,4302341.24,525852.31,32503161.07,57.64,64.90,1513015.85,1514792.51,333873.68,590307.00,418940.00,-256433.32,102554.00,22.50,414.18,1004.00,131
July-2019,11.09,13.36,10.18,15.46,31.07,13.50,6.52,7.73,66.24,35172556.40,27770277.70,9854785.63,17915492.07,8836799.40,25246475.42,14234744.64,11011730.77,26189454.33,4380046.87,778841.41,34083274.82,57.42,65.38,1623284.39,1674706.25,403511.00,743332.00,642073.00,-339821.00,104286.00,22.50,361.19,701.00,129
August-2019,11.01,13.17,9.82,15.40,31.04,13.50,8.00,12.35,61.05,34793204.22,27141078.18,9721639.22,17419438.96,8960987.42,25288294.46,14407540.64,10880753.82,25493469.27,4382464.19,259411.05,34249281.88,61.06,70.38,1560812.43,1644247.05,330218.95,672115.00,645699.00,-341896.05,90393.00,22.50,203.66,724.00,136
September-2019,11.25,13.53,9.97,15.15,31.43,13.50,11.42,10.73,65.27,34229645.47,26861427.21,9667253.92,17194173.29,9924355.94,25758782.02,14505341.99,11253440.03,25237783.06,4402257.52,275273.23,35683137.96,62.14,70.40,2236087.34,1554409.88,483781.92,934208.00,756455.00,-450426.08,84559.00,22.50,229.47,429.00,154
October-2019,11.61,14.07,9.73,15.07,30.56,13.50,6.37,6.64,59.10,35135273.77,27501353.22,10038295.13,17463058.09,8724411.44,26113965.44,14741778.75,11372186.68,25802927.60,4646349.20,428506.14,34838376.88,61.85,69.52,1561125.68,2627813.67,558198.73,881630.00,601784.00,-323431.27,89159.00,22.50,390.19,444.00,117
November-2019,11.85,14.49,9.73,14.91,29.40,13.50,0.00,7.44,63.56,35696887.03,27627056.01,10052619.75,17574436.26,8432494.83,26459881.67,15068296.67,11391585.00,25822323.32,4482612.82,350355.49,34892376.50,64.91,64.28,1486401.06,1545333.88,428224.96,696954.00,552156.00,-268729.04,100714.00,22.50,314.94,307.00,106
December-2019,11.98,14.68,9.03,13.96,28.45,13.50,3.82,3.24,68.56,34850876.02,28877940.72,10648407.07,18229533.65,10098139.54,26616743.82,16249769.50,10366974.32,26855305.43,5274752.72,645980.95,36714883.36,58.73,104.20,1775802.30,1513298.12,404848.45,977617.00,542178.00,-572768.55,86560.00,22.50,587.22,538.00,135
January-2020,12.15,14.82,8.01,13.65,29.38,13.50,5.74,6.98,66.69,34128187.61,29132380.36,10324564.92,18807815.44,9645254.92,26651990.11,16199968.20,10452021.91,27275209.66,5712403.47,120411.66,36297245.03,57.01,96.20,1719441.37,1723222.40,286207.27,780808.00,780477.00,-494600.73,106769.00,27.50,107.92,860.00,179
February-2020,12.20,14.90,8.02,13.43,28.74,13.50,8.91,8.12,58.46,33949618.70,29719364.53,10397772.25,19321592.28,10352073.72,26780120.39,16292099.54,10488020.85,27933576.40,6843311.43,291548.57,37132194.11,58.13,89.22,1448395.61,1459072.70,432066.40,905434.00,852847.00,-473367.60,97425.00,27.50,276.66,1046.00,164
March-2020,12.25,15.00,8.61,12.70,28.84,13.50,10.29,11.78,32.29,35776635.50,31010122.07,11107001.84,19903120.23,10009034.68,28422913.43,17252264.49,11170648.94,29119284.83,7039702.93,501133.81,38431948.11,60.69,78.04,970311.53,1632665.29,272323.84,740572.00,653792.00,-468248.16,92583.00,27.50,474.78,1104.00,125
April-2020,12.31,15.03,7.68,12.58,28.65,13.50,7.33,5.52,14.28,35875663.63,31958484.85,11659870.47,20298614.38,10710050.78,28893877.99,17401920.78,11491957.21,30055875.80,9291263.70,342620.68,39603928.78,59.45,70.63,692378.33,1120192.88,287583.63,789089.00,676977.00,-501505.37,111850.00,27.50,304.23,847.00,156
May-2020,12.42,15.05,7.63,12.47,28.76,13.50,4.35,5.45,27.89,35949843.80,32719162.68,12553304.03,20165858.66,9564579.49,29349249.05,17574547.20,11774701.85,30743980.78,9813703.05,484232.27,38913828.54,58.39,69.79,760337.64,1353794.93,380849.43,736365.00,609328.00,-355515.57,87881.00,27.50,481.87,1203.00,166
June-2020,12.56,15.16,7.12,12.22,28.66,12.50,5.75,11.31,40.30,35767994.47,32593522.49,12381367.68,20212154.81,8898424.84,29555514.73,17624231.40,11931283.32,30725236.32,10462013.23,165306.99,38453939.57,62.68,65.11,795462.47,1680805.56,253220.85,683331.00,617424.00,-430110.15,96602.00,27.50,151.21,1101.00,161
July-2020,12.82,15.50,5.89,12.10,28.42,12.50,6.25,10.12,44.10,36813447.86,33337326.82,12775602.49,20561724.33,9661188.09,30188383.44,18222383.19,11966000.26,31310847.95,9930849.00,777826.87,39849571.53,61.99,63.07,1115149.73,1830932.57,348304.38,955221.00,835380.00,-606916.62,119745.00,27.50,734.03,954.00,165
August-2020,13.23,15.99,4.89,11.79,28.37,12.50,5.74,8.22,45.06,36118143.68,34262588.49,13133475.59,21129112.90,8410276.49,30382027.42,18325723.40,12056304.02,32291124.92,10746846.28,257420.87,38792303.90,60.42,61.33,998382.84,1854412.97,350680.00,896217.00,699023.00,-545537.00,123336.00,27.50,223.01,457.00,118
September-2020,13.70,16.64,5.37,11.55,28.45,11.50,2.00,3.64,40.85,35995011.24,34965447.66,13555672.34,21409775.33,9683889.71,29745781.51,18506004.54,11239776.97,32946961.60,10496584.31,335730.27,39429671.22,59.61,61.79,901337.27,1772009.23,322302.00,887835.00,741761.00,-565533.00,139714.00,27.50,298.56,624.00,149
October-2020,14.21,17.39,4.99,11.31,28.36,11.50,0.00,1.88,39.74,36218203.68,35729184.39,14193844.06,21535340.33,10449164.26,29087977.87,17900229.70,11187748.17,33629731.64,11261547.24,667814.04,39537142.13,59.06,58.42,1003406.09,1820869.11,446125.16,1054995.00,902093.00,-608869.84,131928.00,27.50,619.49,815.00,271
November-2020,14.89,18.30,4.89,12.68,28.76,11.50,0.00,1.13,42.70,36958454.16,36517795.80,14819010.85,21698784.95,10782279.08,29411876.98,18249594.23,11162282.75,34261310.48,12038609.90,293993.67,40194156.06,59.37,56.04,1030291.36,2448209.10,365248.40,698339.00,508774.00,-333090.60,117610.00,27.50,257.31,677.00,210
December-2020,15.74,19.56,5.00,11.35,28.31,11.50,1.25,1.03,50.33,38904920.08,37828875.85,15838395.80,21990480.05,11492711.32,29890461.67,18713660.88,11176800.79,35333267.80,9449929.37,749533.09,41383172.98,58.35,65.45,1178698.45,1823005.41,279735.00,875696.00,511137.00,-595961.00,145811.00,27.50,702.46,679.00,240
January-2021,16.44,20.57,5.01,11.25,28.30,11.50,4.40,2.93,54.87,38737379.48,37544491.37,15855542.74,21688948.63,12085727.76,30406282.73,19523404.95,10882877.78,35185767.13,10252685.78,181055.03,42492010.49,58.51,63.94,902153.41,1399415.38,275615.87,815958.00,717301.00,-540342.13,159362.00,27.50,161.04,1272.00,248
February-2021,17.34,21.78,5.36,11.21,28.54,11.50,11.65,8.67,62.48,38796566.64,38099427.26,16484070.12,21615357.14,12586130.06,30505606.14,19332046.23,11173559.90,35779433.49,10377632.32,237743.37,43091736.20,60.06,62.39,999153.59,1699846.28,359884.00,853259.00,704696.00,-493375.00,146337.00,27.50,255.54,1139.00,238
March-2021,18.18,22.95,4.94,11.13,28.74,11.50,10.10,12.61,65.62,38720379.46,38288212.81,16138206.97,22150005.84,12066876.87,31437048.08,20284806.48,11152241.59,35982548.61,9946365.19,583022.73,43503924.95,58.39,64.99,1135955.71,2211158.71,279316.82,1224216.00,918785.00,-944899.18,146314.00,27.50,551.47,1120.00,264
April-2021,18.12,22.71,5.78,11.24,28.64,11.50,0.00,15.92,64.27,39151453.58,38462975.04,15995932.43,22467042.61,12236471.93,31897539.10,20788112.05,11109427.05,36160783.87,10317756.38,88470.02,44134011.03,60.38,65.87,1704855.26,1441588.92,419516.00,962292.00,896026.00,-542776.00,168992.00,27.50,82.39,1278.00,267
May-2021,17.91,22.28,6.14,11.29,28.39,11.50,15.23,16.31,67.83,39856996.98,38692973.28,16256641.72,22436331.56,12552025.37,32117234.44,20936907.02,11180327.42,36376546.93,9812605.48,460587.66,44669259.81,60.84,62.13,1598310.11,1584552.40,403787.92,936977.00,642347.00,-533189.08,164340.00,27.50,445.00,1353.00,276
June-2021,17.76,21.85,6.54,11.67,29.05,11.50,16.57,16.67,73.46,39510562.98,38863053.22,16024393.65,22838659.57,11593876.28,32625539.02,21309821.29,11315717.73,36614868.02,9421596.81,170992.77,44219415.30,61.97,63.88,1816783.81,2062944.67,323244.30,798686.00,623309.00,-475441.70,168402.00,27.50,159.64,1409.00,240
July-2021,17.39,21.03,6.30,11.57,27.99,11.50,12.38,11.91,75.93,39752888.62,39733556.72,16261001.44,23472555.28,12124677.18,32860632.04,21648525.81,11212106.23,37363917.66,9415418.68,286119.36,44985309.22,62.06,62.98,1692356.34,1891672.89,339461.00,1002146.00,943393.00,-662685.00,143652.00,27.50,271.24,740.00,194
August-2021,17.01,20.28,6.73,11.62,28.00,11.50,13.45,12.97,70.72,40945143.77,40810092.82,16426893.61,24383199.21,12567398.20,33441747.80,22037206.27,11404541.53,38498023.30,9273932.93,449018.71,46009146.00,61.32,63.59,1442276.78,2067028.96,372322.00,819993.00,695941.00,-447671.00,140554.00,27.50,421.73,1072.00,195
September-2021,16.64,19.57,6.72,11.73,27.10,11.50,13.11,11.30,74.55,40450136.09,40449202.79,15961286.61,24487916.19,13005389.10,33936527.14,22410024.13,11526503.01,38077635.11,9510051.62,193781.62,46941916.24,62.43,61.03,2060747.92,1668980.25,398832.26,1373787.00,943589.00,-974954.74,166227.00,27.50,172.09,871.00,188
October-2021,16.01,18.35,7.40,11.61,27.10,11.50,13.33,12.81,84.11,41475250.51,41474377.37,16510450.61,24963926.76,12946605.35,34619960.27,23241456.60,11378503.66,38933554.47,9299778.95,103762.49,47566565.62,62.41,58.45,1997847.49,2184483.70,454035.00,1065016.00,823746.00,-610981.00,159095.00,27.50,98.70,962.00,177
November-2021,15.39,17.20,7.34,11.80,27.26,11.50,10.45,10.11,82.16,42604214.93,42600088.22,17118885.10,25481203.12,13034104.65,35379184.45,23672320.05,11706864.40,39874023.13,9279449.45,181692.25,48413289.10,62.17,56.80,2096443.48,2474424.71,393892.00,925569.00,691905.00,-531677.00,154844.00,27.50,173.88,788.00,188
December-2021,15.62,17.37,6.79,11.68,27.58,11.50,0.00,12.75,74.95,43818474.80,43817565.64,18169300.76,25648264.87,13326804.91,35194598.65,23931801.44,11262797.21,40879149.46,9393373.57,192243.35,48521403.57,59.12,54.88,1757286.97,1708401.22,377781.39,920717.00,575110.00,-542935.61,182678.00,27.50,164.46,810.00,160
January-2022,15.61,17.13,5.86,11.68,27.65,11.50,14.31,8.51,88.71,44400920.19,44295132.20,18589692.22,25705439.98,14109900.36,35184136.51,23625649.66,11558486.85,41515381.45,9679798.92,256252.17,49294036.87,58.13,55.67,1971177.68,2034793.95,336736.00,768070.00,766259.00,-431334.00,187409.00,27.50,224.15,1112.00,222
February-2022,15.70,17.13,5.84,11.78,30.73,11.50,9.30,6.10,99.64,44744004.98,44739337.92,18897327.74,25842010.17,14721135.97,35986524.62,24261475.37,11725049.25,42015680.55,9914912.01,86433.87,50707660.59,58.12,55.00,1958426.72,2038047.40,202627.00,914303.00,763299.00,-711676.00,178066.00,27.50,74.37,826.00,199
March-2022,15.92,17.20,5.82,11.84,26.61,11.50,4.50,6.62,121.23,45654456.11,45653529.14,19608338.79,26045190.35,16319622.95,36371924.02,24361972.74,12009951.28,42931314.29,10244612.26,427180.92,52691546.97,58.81,55.82,1897841.35,2072773.27,363479.00,1536842.00,1056919.00,-1173363.00,165640.00,27.50,387.94,1466.00,208
